carat,cut,color,clarity,depth,table,x,y,z,price
0.39,Very Good,F,SI1,61.3,62.0,4.68,4.71,2.88,670
0.31,Ideal,G,VVS2,61.5,57.0,4.32,4.36,2.67,671
0.31,Ideal,H,VVS1,61.3,56.0,4.36,4.39,2.68,671
0.33,Very Good,G,VVS2,63.0,56.0,4.42,4.47,2.8,672
0.32,Very Good,G,VVS2,61.5,54.0,4.4,4.42,2.71,672
0.33,Very Good,E,VS2,63.1,57.0,4.38,4.43,2.78,672
0.32,Premium,G,VS2,58.4,57.0,4.53,4.51,2.64,672
0.32,Ideal,G,VS2,62.1,56.0,4.4,4.36,2.72,672
0.32,Premium,E,SI1,61.2,58.0,4.42,4.37,2.69,672
0.42,Very Good,D,SI2,62.0,59.0,4.78,4.83,2.98,672
0.3,Ideal,E,VS2,61.8,55.0,4.32,4.33,2.68,673
0.3,Ideal,E,VS1,62.0,53.0,4.31,4.33,2.68,673
0.29,Ideal,G,IF,62.0,56.0,4.23,4.27,2.63,673
0.3,Ideal,G,VS1,61.4,55.0,4.38,4.32,2.67,673
0.3,Premium,F,VS2,61.8,60.0,4.3,4.27,2.65,673
0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,673
0.31,Ideal,D,VS1,62.0,57.0,4.33,4.35,2.69,673
0.29,Very Good,E,VVS2,60.9,57.0,4.29,4.32,2.62,674
0.41,Ideal,J,VS1,61.6,55.1,4.75,4.8,2.95,674
0.31,Very Good,F,VS1,62.0,56.0,4.32,4.35,2.69,675
0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,675
0.4,Premium,J,SI1,61.4,58.0,4.79,4.76,2.93,675
0.3,Premium,H,VS1,61.0,58.0,4.31,4.28,2.62,675
0.3,Ideal,H,VS1,61.3,56.0,4.33,4.31,2.65,675
0.3,Ideal,H,VS1,61.6,55.0,4.3,4.27,2.64,675
0.3,Very Good,H,VS1,63.4,53.0,4.3,4.25,2.71,675
0.3,Good,H,VS1,63.9,55.0,4.28,4.26,2.73,675
0.3,Very Good,H,VS1,63.1,57.0,4.26,4.24,2.68,675
0.3,Very Good,H,VS1,63.3,57.0,4.25,4.22,2.68,675
0.3,Premium,G,VS2,60.8,61.0,4.34,4.31,2.63,675
0.3,Ideal,G,VS2,61.7,56.0,4.35,4.31,2.67,675
0.3,Premium,G,VS2,61.9,58.0,4.33,4.3,2.67,675
0.3,Good,G,VS2,63.9,55.0,4.28,4.27,2.73,675
0.3,Ideal,G,VS2,62.5,53.0,4.3,4.27,2.68,675
0.3,Ideal,G,VS2,61.3,56.0,4.33,4.28,2.64,675
0.3,Very Good,G,VS2,63.1,57.0,4.28,4.24,2.69,675
0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,675
0.3,Ideal,E,SI1,61.9,57.0,4.33,4.29,2.67,675
0.32,Ideal,H,SI2,60.9,56.0,4.41,4.45,2.7,434
0.31,Very Good,I,VS2,62.3,57.0,4.32,4.35,2.7,435
0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,676
0.35,Ideal,G,VVS2,61.9,57.0,4.49,4.52,2.79,676
0.36,Very Good,E,VS2,60.4,58.0,4.58,4.62,2.78,677
0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,677
0.29,Ideal,E,SI1,60.4,54.0,4.32,4.36,2.62,677
0.39,Ideal,E,SI1,60.6,57.0,4.75,4.79,2.89,677
0.24,Ideal,F,IF,61.6,57.0,3.97,4.0,2.45,678
0.36,Very Good,G,VS1,60.6,60.0,4.57,4.61,2.78,678
0.39,Very Good,I,VS2,60.1,57.0,4.74,4.77,2.86,679
0.41,Very Good,F,SI1,62.3,60.0,4.73,4.78,2.96,679
0.43,Premium,F,SI2,60.2,60.0,4.85,4.91,2.94,679
0.42,Ideal,J,VS2,61.3,57.0,4.79,4.86,2.96,680
0.38,Ideal,E,SI1,60.7,56.0,4.69,4.73,2.86,680
0.23,Premium,E,VVS1,61.1,60.0,4.01,3.95,2.43,680
0.31,Premium,E,VS2,61.6,59.0,4.32,4.35,2.67,680
0.31,Very Good,E,VS2,62.8,57.0,4.33,4.37,2.73,680
0.31,Ideal,E,VS2,61.7,56.0,4.31,4.35,2.67,680
0.31,Ideal,E,VS2,61.6,56.0,4.37,4.4,2.7,680
0.31,Premium,E,VS2,61.0,58.0,4.37,4.39,2.67,680
0.31,Ideal,E,VS2,61.6,56.0,4.32,4.38,2.68,680
0.31,Ideal,E,VS2,61.8,55.0,4.33,4.35,2.68,680
0.31,Premium,E,VS2,60.3,58.0,4.37,4.42,2.65,680
0.31,Ideal,E,VS2,61.8,55.0,4.37,4.4,2.71,680
0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,680
0.31,Ideal,E,VS2,60.9,57.0,4.34,4.36,2.65,680
0.31,Ideal,E,VS2,62.3,57.0,4.32,4.35,2.7,680
0.32,Ideal,H,VVS1,61.6,54.9,4.4,4.43,2.72,681
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,681
0.37,Premium,I,VVS1,61.6,59.0,4.62,4.66,2.86,681
0.37,Premium,D,SI1,60.4,59.0,4.62,4.68,2.81,681
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,681
0.37,Premium,I,VVS1,62.4,58.0,4.55,4.58,2.85,681
0.3,Very Good,D,VS1,59.7,58.0,4.39,4.32,2.6,681
0.27,Very Good,F,VVS2,61.2,57.0,4.14,4.17,2.54,682
0.27,Very Good,F,VVS1,61.8,56.0,4.15,4.17,2.57,682
0.23,Very Good,E,VVS1,59.9,55.0,3.99,4.13,2.43,682
0.4,Very Good,G,SI1,61.9,55.0,4.71,4.75,2.93,682
0.38,Premium,I,VS2,62.4,56.0,4.65,4.58,2.88,682
0.4,Good,E,SI1,64.2,56.0,4.66,4.69,3.0,682
0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,683
0.41,Premium,D,SI2,62.3,58.0,4.73,4.77,2.96,683
0.41,Ideal,D,SI2,62.3,57.0,4.75,4.78,2.97,683
0.41,Very Good,H,SI1,62.9,55.0,4.75,4.82,3.01,683
0.4,Very Good,E,SI1,59.8,61.0,4.76,4.81,2.86,684
0.31,Ideal,G,VS2,61.1,55.0,4.39,4.41,2.69,684
0.36,Ideal,F,VS2,62.0,54.0,4.58,4.61,2.85,684
0.36,Ideal,H,SI1,61.4,56.0,4.56,4.59,2.81,684
0.37,Good,H,SI1,64.0,55.0,4.57,4.53,2.91,684
0.44,Good,E,SI2,63.2,59.0,4.8,4.85,3.05,684
0.3,Ideal,G,VVS1,61.7,57.0,4.31,4.34,2.67,684
0.3,Very Good,H,VVS1,63.0,54.0,4.27,4.3,2.7,684
0.36,Premium,E,VS2,62.5,58.0,4.52,4.57,2.84,684
0.3,Very Good,G,VVS2,63.0,57.0,4.28,4.32,2.71,684
0.3,Very Good,G,VVS2,62.3,59.0,4.25,4.29,2.66,684
0.3,Good,H,VVS1,63.3,55.0,4.29,4.34,2.73,684
0.3,Good,G,VVS2,63.5,56.0,4.29,4.34,2.74,684
0.36,Ideal,E,VS2,61.7,57.0,4.55,4.59,2.82,684
0.3,Good,H,VVS1,63.3,60.0,4.22,4.25,2.68,684
0.3,Good,G,VVS2,63.8,56.0,4.27,4.29,2.73,684
0.3,Ideal,H,VVS1,62.4,53.0,4.28,4.31,2.68,684
0.3,Ideal,H,VVS1,61.9,55.0,4.32,4.34,2.68,684
0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,684
0.3,Premium,G,VVS2,62.2,59.0,4.28,4.31,2.67,684
0.3,Very Good,G,VVS2,62.9,55.0,4.24,4.28,2.68,684
0.31,Good,I,VS2,63.2,55.0,4.3,4.4,2.75,435
0.31,Ideal,E,SI2,60.1,57.0,4.41,4.44,2.66,435
0.31,Premium,I,VS2,62.3,60.0,4.31,4.32,2.69,435
0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,435
0.31,Very Good,H,SI1,62.8,58.0,4.28,4.32,2.7,435
0.31,Premium,I,VS2,59.8,60.0,4.38,4.42,2.63,435
0.31,Ideal,D,VS2,59.4,57.0,4.45,4.5,2.66,685
0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,686
0.34,Very Good,H,VVS2,63.0,55.0,4.44,4.48,2.81,686
0.34,Very Good,H,VVS2,61.4,58.0,4.46,4.5,2.75,686
0.31,Ideal,G,VVS2,61.8,56.0,4.37,4.4,2.71,687
0.31,Ideal,G,VVS2,60.9,56.0,4.4,4.43,2.69,687
0.31,Ideal,G,VVS2,62.1,54.0,4.38,4.41,2.73,687
0.33,Ideal,H,VVS1,61.4,53.0,4.5,4.55,2.78,687
0.42,Very Good,G,SI1,61.6,61.0,4.79,4.82,2.96,687
0.4,Good,E,SI1,63.5,55.0,4.67,4.71,2.98,687
0.4,Very Good,E,SI1,61.4,58.0,4.77,4.81,2.94,687
0.4,Good,I,VS1,63.5,55.0,4.67,4.71,2.98,687
0.4,Very Good,E,SI1,62.2,62.0,4.66,4.69,2.91,687
0.4,Very Good,F,SI1,62.1,57.0,4.65,4.69,2.9,687
0.42,Very Good,G,SI1,63.0,55.0,4.77,4.81,3.02,687
0.4,Good,E,SI1,63.2,58.0,4.66,4.7,2.96,687
0.4,Good,E,SI1,63.7,56.0,4.66,4.69,2.98,687
0.4,Good,F,SI1,63.1,58.0,4.66,4.69,2.95,687
0.4,Very Good,E,SI1,63.0,57.0,4.65,4.68,2.94,687
0.23,Premium,D,VVS2,58.9,60.0,4.03,3.95,2.35,688
0.34,Premium,H,VS2,59.0,59.0,4.61,4.55,2.7,689
0.36,Ideal,G,SI1,62.7,55.0,4.59,4.54,2.86,689
0.36,Premium,D,SI2,60.9,58.0,4.63,4.6,2.81,689
0.34,Ideal,I,VS1,62.6,56.0,4.47,4.44,2.79,689
0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,689
0.34,Very Good,H,VS2,63.2,55.0,4.5,4.46,2.83,689
0.34,Very Good,H,VS2,63.1,56.0,4.46,4.41,2.8,689
0.34,Premium,H,VS2,62.6,60.0,4.46,4.42,2.78,689
0.43,Very Good,I,SI2,61.5,54.0,4.86,4.89,3.0,691
0.33,Very Good,G,VVS2,61.9,56.0,4.46,4.49,2.77,692
0.33,Very Good,H,VVS1,62.5,55.0,4.43,4.47,2.78,692
0.31,Very Good,D,VS2,61.6,55.0,4.37,4.4,2.7,692
0.31,Ideal,D,SI1,61.5,55.0,4.38,4.4,2.7,692
0.33,Fair,F,VVS2,65.7,54.0,4.37,4.3,2.85,693
0.38,Good,E,VS2,63.2,57.0,4.59,4.62,2.91,693
0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,694
0.3,Ideal,F,VVS2,61.5,55.0,4.33,4.35,2.67,694
0.3,Ideal,F,VVS2,61.7,56.0,4.32,4.34,2.67,694
0.3,Ideal,E,VS1,62.1,58.0,4.26,4.28,2.65,694
0.3,Ideal,E,VS1,61.3,58.0,4.29,4.32,2.64,694
0.4,Ideal,F,SI1,61.9,57.0,4.71,4.76,2.93,694
0.4,Ideal,E,SI1,62.4,53.0,4.73,4.75,2.96,694
0.38,Ideal,E,SI1,61.0,56.0,4.68,4.69,2.86,694
0.44,Good,J,VS1,63.2,57.0,4.82,4.86,3.06,694
0.34,Ideal,I,IF,61.3,55.0,4.52,4.55,2.78,695
0.31,Ideal,G,VS1,61.9,56.0,4.38,4.34,2.7,695
0.31,Premium,G,VS1,62.1,58.0,4.36,4.31,2.69,695
0.31,Ideal,G,VS1,62.7,57.0,4.34,4.31,2.71,695
0.39,Very Good,I,VS2,60.2,61.0,4.74,4.79,2.87,696
0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,696
0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,696
0.37,Very Good,F,VS2,59.7,62.0,4.68,4.7,2.8,696
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,697
0.31,Premium,G,VS2,61.0,56.0,4.37,4.35,2.66,698
0.31,Premium,E,SI1,58.3,60.0,4.51,4.48,2.62,698
0.31,Ideal,E,SI1,62.8,57.0,4.34,4.32,2.72,698
0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63,698
0.31,Ideal,E,SI1,62.4,57.0,4.34,4.31,2.7,698
0.31,Premium,I,VVS2,59.4,59.0,4.44,4.41,2.63,698
0.31,Ideal,G,SI2,62.2,54.0,4.36,4.39,2.72,436
0.31,Ideal,I,SI1,61.5,55.0,4.36,4.39,2.69,436
0.3,Ideal,I,VS2,62.1,54.0,4.32,4.35,2.69,438
0.3,Ideal,I,VS2,62.0,55.0,4.3,4.35,2.68,438
0.31,Ideal,H,VS1,62.2,57.0,4.37,4.34,2.71,698
0.31,Premium,H,VS1,62.9,58.0,4.34,4.31,2.72,698
0.31,Ideal,H,VS1,62.6,55.0,4.35,4.31,2.71,698
0.31,Ideal,G,VS2,62.4,54.0,4.39,4.36,2.73,698
0.31,Ideal,G,VS2,61.4,56.0,4.36,4.34,2.67,698
0.31,Ideal,G,VS2,62.0,57.0,4.37,4.34,2.7,698
0.31,Premium,G,VS2,61.7,59.0,4.34,4.31,2.67,698
0.31,Premium,G,VS2,61.2,58.0,4.37,4.32,2.66,698
0.31,Premium,E,SI1,59.1,59.0,4.44,4.42,2.62,698
0.31,Very Good,E,SI1,63.1,55.0,4.36,4.33,2.74,698
0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,698
0.31,Very Good,E,SI1,63.5,55.0,4.35,4.31,2.75,698
0.31,Premium,E,SI1,62.9,58.0,4.33,4.29,2.71,698
0.31,Very Good,E,SI1,63.2,59.0,4.33,4.28,2.72,698
0.31,Very Good,E,SI1,63.2,59.0,4.31,4.24,2.7,698
0.34,Ideal,E,VS1,59.1,57.0,4.55,4.58,2.7,698
0.38,Ideal,I,VS1,61.6,55.0,4.68,4.73,2.9,700
0.38,Very Good,H,VS2,63.0,56.0,4.57,4.61,2.89,700
0.42,Good,H,SI1,63.2,58.0,4.77,4.79,3.02,700
0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,701
0.38,Very Good,D,SI1,61.3,57.0,4.67,4.7,2.87,701
0.3,Good,E,VVS1,61.5,62.0,4.28,4.34,2.65,702
0.32,Ideal,E,VS2,62.2,56.0,4.37,4.41,2.73,702
0.32,Ideal,E,VS2,61.7,55.0,4.36,4.42,2.71,702
0.32,Ideal,E,VS2,62.0,55.0,4.36,4.38,2.71,702
0.4,Very Good,G,SI1,62.7,59.0,4.67,4.71,2.94,702
0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,702
0.32,Ideal,E,VS2,61.9,55.0,4.42,4.43,2.74,702
0.4,Premium,G,SI1,61.4,60.0,4.67,4.71,2.88,702
0.32,Ideal,E,VS2,62.0,55.0,4.39,4.41,2.73,702
0.32,Ideal,E,VS2,62.3,57.0,4.41,4.42,2.75,702
0.32,Ideal,E,VS2,62.6,53.0,4.37,4.38,2.74,702
0.32,Ideal,E,VS2,62.3,54.0,4.37,4.4,2.73,702
0.32,Premium,E,VS2,60.5,59.0,4.39,4.43,2.67,702
0.32,Ideal,E,VS2,61.3,57.0,4.42,4.45,2.72,702
0.32,Very Good,E,VS2,62.0,54.0,4.37,4.41,2.72,702
0.41,Ideal,J,VS1,62.7,56.0,4.73,4.77,2.98,703
0.38,Ideal,I,VS1,61.7,55.4,4.67,4.7,2.89,703
0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,703
0.3,Very Good,F,VS1,60.9,63.0,4.26,4.31,2.61,704
0.39,Very Good,F,SI1,60.0,57.0,4.76,4.8,2.86,704
0.43,Premium,E,SI2,61.0,60.0,4.87,4.94,2.99,704
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,705
0.33,Premium,F,SI1,60.9,59.0,4.45,4.42,2.7,705
0.41,Good,F,SI1,63.3,58.0,4.71,4.74,2.99,705
0.41,Ideal,F,SI1,61.6,57.0,4.78,4.8,2.95,705
0.41,Very Good,E,SI1,61.1,62.0,4.76,4.83,2.93,705
0.41,Very Good,F,SI1,63.0,56.0,4.71,4.78,2.99,705
0.41,Very Good,E,SI1,62.8,57.0,4.71,4.75,2.97,705
0.41,Good,E,SI1,63.1,57.0,4.73,4.78,3.0,705
0.32,Premium,D,SI1,62.2,60.0,4.37,4.34,2.71,706
0.27,Very Good,G,VS1,61.0,54.0,4.19,4.21,2.56,439
0.3,Ideal,J,VVS2,62.1,56.0,4.31,4.32,2.68,439
0.3,Ideal,I,SI1,60.4,59.0,4.33,4.35,2.62,439
0.31,Ideal,H,SI1,61.8,54.0,4.35,4.4,2.7,441
0.3,Good,J,VS2,64.1,58.0,4.26,4.23,2.72,441
0.32,Good,D,SI2,64.1,54.0,4.34,4.37,2.79,441
0.35,Very Good,G,VS1,62.5,55.0,4.51,4.55,2.83,706
0.35,Ideal,G,VS1,61.9,55.0,4.52,4.53,2.8,706
0.35,Very Good,F,VS2,61.1,62.0,4.5,4.54,2.76,706
0.35,Ideal,F,VS2,62.3,55.0,4.53,4.56,2.83,706
0.35,Ideal,F,VS2,62.4,57.0,4.5,4.51,2.81,706
0.35,Very Good,G,VS1,60.7,61.0,4.54,4.58,2.77,706
0.31,Very Good,E,VVS2,60.5,56.0,4.39,4.47,2.68,707
0.39,Ideal,H,VS2,62.3,55.0,4.67,4.7,2.92,707
0.31,Ideal,G,VVS2,61.7,54.0,4.34,4.38,2.69,707
0.31,Ideal,H,VVS1,61.6,55.0,4.35,4.38,2.69,707
0.31,Very Good,G,VVS2,62.6,57.0,4.29,4.33,2.7,707
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,707
0.31,Good,G,VVS2,63.3,57.0,4.28,4.31,2.72,707
0.31,Very Good,H,VVS1,61.9,58.0,4.32,4.34,2.68,707
0.31,Very Good,G,VVS2,62.1,56.0,4.27,4.33,2.67,707
0.31,Good,H,VVS1,63.1,57.0,4.25,4.31,2.7,707
0.31,Ideal,H,VVS1,61.8,57.0,4.32,4.35,2.68,707
0.4,Very Good,D,SI1,60.0,56.0,4.82,4.85,2.9,708
0.32,Ideal,G,VVS2,61.6,55.0,4.4,4.43,2.72,708
0.32,Ideal,G,VVS2,62.1,54.0,4.4,4.42,2.74,708
0.32,Ideal,H,VVS1,61.9,54.0,4.4,4.42,2.73,708
0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,708
0.37,Premium,G,SI1,62.1,60.0,4.61,4.54,2.84,708
0.36,Very Good,F,VS2,63.1,57.0,4.53,4.51,2.85,708
0.31,Very Good,D,VS1,63.7,58.0,4.27,4.3,2.73,709
0.45,Ideal,G,SI2,61.9,54.0,4.91,4.95,3.05,709
0.3,Ideal,D,SI1,62.0,56.0,4.34,4.3,2.68,709
0.35,Premium,H,VS2,59.6,62.0,4.62,4.57,2.74,709
0.3,Premium,I,VVS1,61.1,59.0,4.33,4.31,2.64,709
0.3,Premium,I,VVS1,62.5,60.0,4.27,4.24,2.66,709
0.3,Premium,D,SI1,60.6,60.0,4.32,4.3,2.61,709
0.3,Very Good,D,SI1,63.1,55.0,4.31,4.28,2.71,709
0.3,Good,D,SI1,63.8,57.0,4.29,4.27,2.73,709
0.3,Ideal,D,SI1,62.5,57.0,4.28,4.26,2.67,709
0.31,Very Good,G,VVS1,63.0,56.0,4.26,4.28,2.69,710
0.31,Ideal,E,VVS2,60.4,61.0,4.37,4.44,2.66,710
0.31,Ideal,G,VVS1,61.3,60.0,4.33,4.38,2.67,710
0.38,Ideal,F,SI1,61.3,55.0,4.63,4.76,2.88,710
0.3,Premium,D,VS2,62.2,60.0,4.28,4.3,2.67,710
0.3,Ideal,D,VS2,62.5,55.0,4.3,4.31,2.69,710
0.3,Very Good,D,VS2,62.5,59.0,4.23,4.28,2.66,710
0.3,Premium,D,VS2,60.5,58.0,4.35,4.38,2.64,710
0.3,Very Good,D,VS2,62.6,61.0,4.22,4.25,2.65,710
0.3,Premium,D,VS2,60.9,58.0,4.32,4.35,2.64,710
0.3,Ideal,D,VS2,61.5,55.0,4.3,4.35,2.66,710
0.3,Premium,D,VS2,61.0,58.0,4.32,4.34,2.64,710
0.3,Ideal,D,VS2,61.7,55.0,4.33,4.36,2.68,710
0.3,Very Good,D,VS2,62.5,58.0,4.26,4.29,2.67,710
0.3,Premium,E,VS1,61.8,58.0,4.31,4.33,2.67,710
0.3,Ideal,D,VS2,60.9,57.0,4.32,4.35,2.64,710
0.3,Premium,D,VS2,61.1,59.0,4.26,4.31,2.62,710
0.3,Ideal,D,VS2,62.2,54.0,4.28,4.31,2.67,710
0.3,Ideal,E,VS1,60.7,57.0,4.31,4.36,2.63,710
0.3,Premium,D,VS2,60.6,58.0,4.32,4.36,2.63,710
0.3,Ideal,D,VS2,62.5,57.0,4.25,4.29,2.67,710
0.3,Very Good,D,VS2,62.2,58.0,4.25,4.3,2.66,710
0.41,Ideal,F,SI1,62.6,54.0,4.74,4.78,2.98,711
0.33,Ideal,G,VVS2,61.9,55.0,4.41,4.44,2.74,713
0.33,Ideal,G,VVS2,61.5,55.0,4.47,4.51,2.76,713
0.32,Ideal,D,VS2,61.3,57.0,4.44,4.46,2.73,713
0.43,Premium,E,I1,58.4,62.0,5.0,4.94,2.9,713
0.34,Very Good,E,SI1,63.3,57.0,4.47,4.44,2.82,714
0.31,Ideal,G,SI1,61.3,58.0,4.37,4.4,2.69,443
0.27,Very Good,H,VVS2,61.2,58.0,4.16,4.2,2.56,445
0.31,Very Good,H,SI1,61.1,55.0,4.35,4.39,2.67,446
0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,446
0.32,Ideal,D,SI1,62.1,54.0,4.4,4.45,2.75,715
0.39,Very Good,F,VS2,62.1,59.0,4.69,4.71,2.92,716
0.31,Ideal,F,VVS2,61.2,56.0,4.4,4.43,2.7,716
0.43,Ideal,I,VS2,62.0,55.0,4.84,4.87,3.01,716
0.32,Ideal,F,VS1,61.0,54.0,4.42,4.44,2.7,716
0.43,Premium,E,SI2,60.8,58.0,4.86,4.88,2.96,716
0.43,Ideal,E,SI2,62.1,56.0,4.84,4.85,3.01,716
0.43,Ideal,E,SI2,61.9,57.0,4.83,4.86,3.0,716
0.43,Premium,H,SI1,59.0,58.0,4.93,4.96,2.92,716
0.4,Very Good,F,SI1,61.7,62.0,4.71,4.76,2.92,717
0.42,Premium,G,SI1,62.7,59.0,4.72,4.75,2.97,717
0.36,Ideal,F,SI1,61.6,56.0,4.62,4.57,2.83,718
0.32,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,718
0.39,Good,H,VS2,63.1,58.0,4.63,4.66,2.93,718
0.33,Ideal,I,IF,61.5,56.0,4.43,4.47,2.74,719
0.3,Good,D,VVS2,61.6,63.0,4.23,4.27,2.62,719
0.47,Fair,F,SI2,67.6,57.0,4.81,4.72,3.23,719
0.41,Premium,G,SI1,61.5,59.0,4.75,4.78,2.93,719
0.41,Premium,G,SI1,61.4,60.0,4.75,4.82,2.94,719
0.41,Premium,G,SI1,59.1,58.0,4.83,4.88,2.87,719
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,719
0.32,Ideal,D,VS1,61.4,56.0,4.38,4.41,2.7,720
0.32,Ideal,G,VS2,59.8,57.0,4.46,4.43,2.66,720
0.32,Premium,G,VS2,59.9,57.0,4.51,4.47,2.69,720
0.32,Ideal,E,SI1,61.8,55.0,4.45,4.42,2.74,720
0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,720
0.4,Good,H,SI2,63.7,59.0,4.69,4.64,2.97,720
0.32,Premium,I,VVS2,62.1,59.0,4.38,4.35,2.71,720
0.32,Premium,I,VVS2,60.7,59.0,4.43,4.4,2.68,720
0.32,Ideal,H,VS1,60.2,56.0,4.49,4.44,2.69,720
0.32,Ideal,H,VS1,61.1,56.0,4.46,4.44,2.72,720
0.32,Premium,H,VS1,60.6,60.0,4.44,4.4,2.68,720
0.32,Ideal,H,VS1,63.0,57.0,4.39,4.37,2.76,720
0.32,Ideal,H,VS1,63.0,55.0,4.42,4.4,2.78,720
0.32,Ideal,H,VS1,62.8,55.0,4.41,4.35,2.75,720
0.32,Premium,G,VS2,61.0,59.0,4.46,4.42,2.71,720
0.32,Premium,G,VS2,60.5,58.0,4.42,4.41,2.67,720
0.32,Ideal,G,VS2,61.8,55.0,4.43,4.41,2.73,720
0.32,Premium,G,VS2,61.5,60.0,4.42,4.4,2.71,720
0.32,Ideal,G,VS2,61.5,57.0,4.41,4.4,2.71,720
0.32,Ideal,G,VS2,62.0,57.0,4.41,4.39,2.73,720
0.32,Ideal,G,VS2,61.4,57.0,4.4,4.39,2.7,720
0.32,Premium,G,VS2,62.6,58.0,4.39,4.37,2.74,720
0.32,Premium,G,VS2,61.5,60.0,4.39,4.36,2.69,720
0.32,Premium,G,VS2,62.1,60.0,4.39,4.34,2.71,720
0.32,Very Good,G,VS2,63.1,57.0,4.35,4.3,2.73,720
0.32,Very Good,E,SI1,63.4,55.0,4.36,4.35,2.76,720
0.32,Very Good,E,SI1,63.1,56.0,4.39,4.36,2.76,720
0.32,Very Good,E,SI1,63.3,56.0,4.35,4.34,2.75,720
0.3,Ideal,E,VVS2,62.0,55.0,4.31,4.34,2.68,721
0.38,Ideal,G,VS2,59.5,58.0,4.75,4.77,2.83,721
0.33,Ideal,I,VVS2,61.0,56.0,4.48,4.51,2.74,722
0.42,Very Good,F,SI1,60.6,61.0,4.83,4.87,2.94,722
0.42,Premium,E,SI1,60.0,58.0,4.85,4.89,2.92,722
0.42,Good,F,SI1,63.1,56.0,4.79,4.82,3.03,722
0.43,Good,E,SI1,60.6,61.0,4.96,4.98,3.01,723
0.33,Premium,E,VS2,62.0,59.0,4.39,4.41,2.73,723
0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,723
0.33,Premium,E,VS2,61.0,60.0,4.43,4.46,2.71,723
0.33,Premium,E,VS2,61.7,60.0,4.4,4.45,2.73,723
0.33,Ideal,E,VS2,61.9,56.0,4.4,4.45,2.74,723
0.33,Ideal,E,VS2,60.8,57.0,4.45,4.47,2.71,723
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,723
0.26,Very Good,F,VVS1,63.3,57.0,4.07,4.05,2.57,724
0.26,Premium,E,VVS2,60.8,61.0,4.13,4.12,2.51,724
0.26,Good,D,VVS2,63.6,56.0,4.09,4.06,2.59,724
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,724
0.3,Very Good,G,VVS1,60.7,56.0,4.32,4.35,2.63,725
0.4,Ideal,H,VS2,61.4,55.0,4.76,4.78,2.93,725
0.3,Very Good,D,SI2,62.4,59.0,4.25,4.28,2.66,447
0.34,Very Good,I,SI1,59.2,61.0,4.57,4.58,2.71,447
0.34,Very Good,F,SI2,63.0,58.0,4.45,4.47,2.81,447
0.3,Very Good,G,SI1,62.6,57.0,4.25,4.34,2.69,447
0.3,Very Good,G,SI1,59.8,57.0,4.32,4.37,2.6,447
0.3,Good,D,SI2,63.3,57.0,4.26,4.3,2.71,447
0.3,Premium,D,SI2,62.4,58.0,4.28,4.31,2.68,447
0.3,Premium,G,VS1,62.0,60.0,4.31,4.27,2.66,725
0.41,Very Good,E,SI1,60.4,58.0,4.75,4.79,2.88,725
0.44,Ideal,J,VVS2,62.1,55.0,4.88,4.91,3.04,726
0.38,Ideal,G,VS2,60.4,57.0,4.68,4.71,2.83,726
0.34,Ideal,F,VS2,62.1,56.0,4.48,4.51,2.79,726
0.4,Ideal,D,SI1,61.3,57.0,4.74,4.79,2.92,726
0.36,Very Good,G,VS1,62.9,57.0,4.56,4.6,2.88,726
